tax	COT1	COT2	COT3	COT4	COT5	ICO1	OUT1	OUT2	OUT3	OUT4	total
Bacteria;Actinomycetota;Actinomycetes;Glycomycetales;Glycomycetaceae;Glycomyces;Glycomyces rhizosphaerae	2	3	10	6	9	1	1	0	0	0	2
Bacteria;Actinomycetota;Actinomycetes;Glycomycetales;Glycomycetaceae;Glycomyces;Glycomyces rutgersensis	3	0	0	1	1	0	1	1	2	0	3
Bacteria;Actinomycetota;Actinomycetes;Glycomycetales;Glycomycetaceae;Glycomyces;Glycomyces tritici	2	0	1	2	4	1	3	1	0	0	2
Bacteria;Actinomycetota;Actinomycetes;Glycomycetales;Glycomycetaceae;Haloglycomyces;Haloglycomyces albus	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Glycomycetales;Glycomycetaceae;Natronoglycomyces;Natronoglycomyces albus	1	0	1	0	0	0	0	0	1	0	1
Bacteria;Actinomycetota;Actinomycetes;Glycomycetales;Glycomycetaceae;Salilacibacter;Salilacibacter albus	0	1	0	0	0	0	0	0	2	1	1
Bacteria;Actinomycetota;Actinomycetes;Glycomycetales;Glycomycetaceae;Salininema;Salininema proteolyticum	0	1	0	1	1	3	1	2	0	1	1
Bacteria;Actinomycetota;Actinomycetes;Glycomycetales;Glycomycetaceae;Stackebrandtia;Stackebrandtia nassauensis	5	13	7	29	3	0	2	3	2	6	11
Bacteria;Actinomycetota;Actinomycetes;Jatrophihabitantales;Jatrophihabitantaceae;Jatrophihabitans;Jatrophihabitans soli	0	0	2	7	0	0	0	0	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Jiangellales;Jiangellaceae;Haloactinopolyspora;Haloactinopolyspora alkaliphila	17	5	5	13	4	13	18	20	15	35	52
Bacteria;Actinomycetota;Actinomycetes;Jiangellales;Jiangellaceae;Phytoactinopolyspora;Phytoactinopolyspora alkaliphila	0	0	0	0	0	1	0	0	2	0	0
Bacteria;Actinomycetota;Actinomycetes;Jiangellales;Jiangellaceae;Phytoactinopolyspora;Phytoactinopolyspora halophila	1	0	3	2	3	11	0	0	2	0	1
Bacteria;Actinomycetota;Actinomycetes;Jiangellales;Jiangellaceae;Phytoactinopolyspora;Phytoactinopolyspora limicola	0	0	0	0	0	0	1	1	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kineosporiales;Kineosporiaceae;Angustibacter;Angustibacter luteus	1	0	0	0	0	0	0	0	0	0	1
Bacteria;Actinomycetota;Actinomycetes;Kineosporiales;Kineosporiaceae;Angustibacter;Angustibacter peucedani	18	1	0	0	0	0	0	0	0	0	18
Bacteria;Actinomycetota;Actinomycetes;Kineosporiales;Kineosporiaceae;Angustibacter;Angustibacter speluncae	0	0	0	0	0	4	0	0	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kineosporiales;Kineosporiaceae;Kineococcus;Kineococcus aurantiacus	5	4	4	9	7	3	6	1	5	10	15
Bacteria;Actinomycetota;Actinomycetes;Kineosporiales;Kineosporiaceae;Kineococcus;Kineococcus radiotolerans	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kineosporiales;Kineosporiaceae;Kineosporia;Kineosporia aurantiaca	1	0	0	0	0	0	0	0	0	0	1
Bacteria;Actinomycetota;Actinomycetes;Kineosporiales;Kineosporiaceae;Kineosporia;Kineosporia rhamnosa	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kineosporiales;Kineosporiaceae;Kineosporia;Kineosporia rhizophila	6	6	4	11	0	0	5	13	9	9	15
Bacteria;Actinomycetota;Actinomycetes;Kineosporiales;Kineosporiaceae;Pseudokineococcus;Pseudokineococcus basanitobsidens	0	0	0	2	0	0	0	0	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kineosporiales;Kineosporiaceae;Pseudokineococcus;Pseudokineococcus galaxeicola	0	3	0	2	1	0	7	0	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kineosporiales;Kineosporiaceae;Quadrisphaera;Quadrisphaera granulorum	0	0	1	0	0	1	2	2	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kineosporiales;Kineosporiaceae;Quadrisphaera;Quadrisphaera oryzae	0	0	0	0	0	0	5	0	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Actinacidiphila;Actinacidiphila epipremni	0	0	1	0	0	0	0	0	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Actinacidiphila;Actinacidiphila glaucinigra	2	0	0	0	0	0	1	0	0	3	5
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Actinacidiphila;Actinacidiphila rubida	0	0	0	0	0	0	0	0	0	1	1
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Embleya;Embleya scabrispora	0	0	0	4	1	0	0	1	1	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Kitasatospora;Kitasatospora arboriphila	0	0	0	0	0	0	1	0	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Kitasatospora;Kitasatospora azatica	3	9	9	11	6	8	13	4	8	13	16
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Kitasatospora;Kitasatospora cheerisanensis	1	0	0	0	1	0	1	1	2	0	1
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Kitasatospora;Kitasatospora cinereorecta	1	0	0	1	1	0	0	0	0	0	1
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Kitasatospora;Kitasatospora herbaricolor	2	0	0	4	0	0	1	1	0	1	3
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Kitasatospora;Kitasatospora kifunensis	5	0	0	0	0	0	0	0	0	0	5
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Kitasatospora;Kitasatospora mediocidica	0	0	0	0	0	0	1	2	1	1	1
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Kitasatospora;Kitasatospora putterlickiae	0	0	0	2	0	1	0	0	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Kitasatospora;Kitasatospora sampliensis	1	1	2	2	1	2	0	0	0	1	2
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Kitasatospora;Kitasatospora setae	0	0	0	0	0	0	1	0	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Kitasatospora;Kitasatospora terrestris	0	0	0	0	0	0	0	1	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Peterkaempfera;Peterkaempfera griseoplana	1	4	3	1	0	4	2	0	0	1	2
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Phaeacidiphilus;Phaeacidiphilus oryzae	0	0	0	0	0	0	1	0	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptacidiphilus;Streptacidiphilus albus	0	0	0	0	0	0	0	1	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptacidiphilus;Streptacidiphilus fuscans	0	0	0	1	0	0	0	1	1	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptacidiphilus;Streptacidiphilus griseisporus	0	1	0	0	0	0	0	0	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptacidiphilus;Streptacidiphilus jiangxiensis	2	0	1	4	6	0	3	0	1	2	4
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;[Kitasatospora] papulosa	0	0	0	0	0	0	2	0	0	2	2
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces abikoensis	3	0	0	0	0	0	0	0	0	0	3
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces actinomycinicus	0	0	0	0	0	0	0	0	0	1	1
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces albicerus	0	0	2	1	0	0	2	1	2	2	2
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces albidoflavus	2	0	0	2	0	0	0	0	0	0	2
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces albus	0	0	0	0	0	0	1	0	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces alkalithermotolerans	0	0	0	0	0	0	1	0	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces angustmyceticus	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces anulatus	0	0	2	4	0	0	0	3	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces apocyni	1	0	0	0	0	0	1	0	1	1	2
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces ardesiacus	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces aridus	0	0	0	1	0	0	0	0	0	1	1
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces asiaticus	2	0	0	0	2	0	0	0	0	0	2
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces atroolivaceus	0	4	2	0	0	0	8	4	0	2	2
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces auratus	0	0	0	0	1	0	1	0	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces axinellae	0	3	0	0	0	3	3	0	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces bangladeshensis	0	6	7	20	7	11	20	0	10	16	16
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces beijiangensis	0	0	0	0	0	1	0	0	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces bikiniensis	0	2	0	0	0	1	7	0	1	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces blattellae	0	2	1	0	1	0	0	0	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces boncukensis	0	0	0	0	0	0	0	0	2	1	1
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces brasiliscabiei	0	0	0	1	0	0	2	0	0	1	1
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces broussonetiae	0	6	0	0	0	0	0	0	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces burgazadensis	1	1	0	0	1	0	0	0	0	0	1
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces cacaoi	3	0	0	3	7	0	0	0	0	3	6
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces caldifontis	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces californicus	0	0	0	0	3	0	0	0	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces camponoti	4	3	0	0	6	0	1	3	1	0	4
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces candidus	0	0	2	0	0	0	5	1	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces caniferus	0	0	0	3	0	0	0	0	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces capparidis	1	0	0	1	0	0	1	0	1	0	1
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces carminius	54	49	29	98	40	14	10	9	22	9	63
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces carpaticus	2	0	0	0	2	0	1	0	1	0	2
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces carpinensis	0	0	0	7	0	0	0	0	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces celluloflavus	0	0	0	0	0	0	0	0	0	1	1
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces cheonanensis	0	1	1	4	2	1	3	0	1	1	1
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces chilikensis	0	0	0	0	0	1	0	1	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces cinereus	1	1	1	1	1	0	1	1	0	0	1
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces coeruleofuscus	2	6	5	2	0	0	1	0	0	2	4
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces dangxiongensis	0	0	0	0	0	5	4	0	3	1	1
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces daqingensis	0	1	1	2	0	0	0	0	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces decoyicus	0	0	2	0	0	0	0	0	0	1	1
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces desertarenae	0	0	0	0	0	0	1	0	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces djakartensis	0	0	0	2	0	0	0	0	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces drozdowiczii	0	0	0	0	0	0	1	0	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces dysideae	0	0	1	1	1	1	0	0	1	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces ehimensis	0	2	0	2	0	0	1	0	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces filamentosus	0	0	1	0	0	1	0	1	0	1	1
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces fildesensis	1	0	0	1	1	1	1	0	0	0	1
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces flavofuscus	0	0	0	0	0	1	0	0	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces flavovirens	3	14	3	13	3	0	2	0	0	0	3
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces fradiae	0	1	2	1	0	5	1	1	1	3	3
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces galbus	10	0	0	10	0	0	0	0	0	0	10
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces glebosus	5	0	0	0	0	0	7	0	0	8	13
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces glycovorans	1	0	1	2	1	0	1	1	1	1	2
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces griseinus	0	0	0	3	0	0	0	0	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces griseocarneus	0	2	0	2	6	0	2	0	2	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces griseoloalbus	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces griseoluteus	0	2	0	0	0	0	0	2	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces griseorubiginosus	0	0	0	1	0	0	0	0	1	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces griseus	0	3	0	0	0	0	0	0	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces hebeiensis	0	0	0	0	0	0	1	1	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces heilongjiangensis	0	0	0	0	0	0	2	5	2	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces himastatinicus	0	0	0	0	0	0	0	0	2	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces hiroshimensis	0	5	3	9	3	0	0	0	0	2	2
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces humidus	0	0	0	0	0	0	2	0	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces hyaluromycini	0	0	0	0	0	0	0	1	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces hygroscopicus	0	0	0	0	6	0	0	0	17	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces hypolithicus	1	1	0	0	0	0	1	0	0	0	1
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces jietaisiensis	1	0	1	0	0	0	1	0	0	1	2
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces kaempferi	0	0	0	0	0	0	7	0	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces kanamyceticus	0	0	0	0	0	0	2	0	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces klenkii	1	0	0	0	1	1	0	1	0	0	1
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces kunmingensis	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces kurssanovii	0	0	0	0	0	0	0	1	0	1	1
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces lacrimifluminis	0	1	0	0	1	1	1	0	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces lasii	2	1	2	4	5	1	7	2	2	3	5
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces lavendulae	0	0	0	0	0	0	2	0	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces lavendulocolor	0	0	0	1	0	1	0	1	1	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces liangshanensis	0	1	0	0	0	0	1	0	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces libani	0	0	1	1	1	0	0	0	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces longisporoflavus	6	2	2	5	8	0	2	0	0	1	7
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces longispororuber	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces lucensis	0	0	1	0	1	2	2	1	1	2	2
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces lunalinharesii	1	1	0	0	0	0	2	2	1	0	1
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces luridiscabiei	0	2	2	2	0	0	0	0	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces luridus	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces luteireticuli	0	0	0	0	1	1	2	0	0	1	1
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces luteolifulvus	0	0	0	0	0	0	0	0	0	1	1
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces luteosporeus	0	1	0	0	0	0	0	0	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces lutosisoli	0	0	0	0	0	0	3	6	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces lycii	6	1	0	1	1	11	12	10	21	11	17
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces manipurensis	4	11	4	1	6	1	1	0	3	0	4
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces maoxianensis	0	0	0	0	0	0	0	1	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces matensis	0	0	0	0	0	0	1	0	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces muensis	0	1	0	0	0	0	1	1	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces murinus	1	0	0	0	4	0	5	1	0	1	2
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces mutabilis	4	0	0	0	0	3	6	0	3	0	4
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces nigra	1	1	1	1	0	0	0	0	0	0	1
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces nigrescens	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces noboritoensis	0	7	0	0	0	0	6	0	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces nogalater	0	1	1	0	0	0	0	0	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces olivaceus	16	15	7	24	25	4	14	8	7	5	21
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces olivoviridis	0	0	2	1	0	1	6	1	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces omiyaensis	0	2	5	2	0	0	2	0	4	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces pactum	0	0	0	0	0	0	1	0	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces phaeofaciens	0	0	0	0	0	0	1	0	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces pharetrae	0	1	2	2	1	1	0	3	3	1	1
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces pilosus	2	0	0	0	0	0	0	0	0	0	2
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces pini	2	0	0	2	0	1	2	0	0	0	2
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces platensis	19	32	28	16	25	0	5	0	0	0	19
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces plicatus	0	0	0	0	1	0	1	0	2	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces polyantibioticus	0	1	0	0	2	0	0	0	1	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces polyasparticus	1	0	0	1	0	0	1	0	0	1	2
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces prasinopilosus	14	8	15	19	11	4	14	4	15	1	15
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces puniciscabiei	6	14	15	13	24	2	6	1	2	6	12
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces qaidamensis	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces racemochromogenes	0	0	0	0	0	0	1	0	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces rapamycinicus	0	4	0	4	0	0	0	0	0	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces rectiverticillatus	15	27	22	25	16	0	19	12	7	24	39
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces reticuliscabiei	0	0	0	0	0	1	1	0	1	0	0
Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces rhizosphaerihabitans	6	4	7	13	0	4	0	2	5	0	6
